0.0 -0.0
63.0 -9.612551738124953
55.0 -2.213665701900996
118.0 -11.82621744002595
141.0 -16.414798722808737
129.0 -11.836110796369612
196.0 -18.628464424709737
260.0 -20.24559285183816
207.0 -18.638357781053397
287.0 -21.862833971529586
221.0 -19.639274913284925
271.0 -20.25548620818182
480.0 -27.06569751603106
316.0 -22.70338230015093
382.0 -24.926941358395595
371.0 -24.91704800205193
351.0 -23.479962398658014
276.0 -21.852940615185922
544.0 -28.68282594315949
446.0 -26.54406978552402
340.0 -23.470069042314353
501.0 -27.318730710184944
435.0 -26.53417642918036
524.0 -28.048235671960402
429.0 -24.984128285094396
599.0 -29.45748686782041
533.0 -28.672932586815826
469.0 -27.0558041596874
633.0 -30.196885185939532
688.0 -30.971546110600453
622.0 -30.18699182959587
590.0 -28.832789952964987
716.0 -31.457338956781708
757.0 -31.55127754256718
727.0 -31.467232313125372
782.0 -32.24189323778629
851.0 -32.82162466975302
921.0 -33.23849901088732
